title,url,author,documentType,sourceName,visualizationType,technology,thumbnail,date
Simple D3.js Bar Chart Webcast,http://enja.org/2011/09/15/simple-d3-js-pie-chart-webcast/,Ian Johnson,talks,,,,,
Tributary,http://enjalot.com/tributary/2165875/sinwaves.js,,,,,,,
Dot Append video tutorials,http://enjalot.github.com/dot-append/,Ian Johnson,video tutorial,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-19-13%201.50.25%20PM.png,
Dot Enter video tutorials,http://enjalot.github.com/dot-enter/,Ian Johnson,video tutorial,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-19-13%201.51.53%20PM.png,
Slides and live code from the GAFFTA d3 intro workshop,http://enjalot.github.com/intro-d3/gaffta/#/,Ian Johnson,talks,,,,,
Election 2012 Social Dashboard (interactive Twitter visualization),http://events.current.com/social_dashboard,Current TV,,,heatmap,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-7-13%203.40.50%20PM.png,
D3.js force diagrams with markers straight from Excel,http://excelramblings.blogspot.co.uk/2012/07/visualizing-system-integrations-using.html,Bruce McPherson,,,network,excel,,
Explore Analytics: cloud-based data analytics and visualization,http://exploreanalytics.com/,,product,,,,,
Canvas with d3 and Underscore,http://exposedata.com/canvas/stacked.html,Kai Chang,code example,,stacked bar chart,canvas,,
Hypercube Edges in Orthogonal Projection,http://exposedata.com/hypercube/rotate/,Kai Chang,standalone visualization,,hypercube; parallel coordinates,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-12-13%201.23.32%20PM.png,
Rotating hypercube in orthogonal projection and parallel coordinates,http://exposedata.com/hypercube/rotate/,,,,,,,
Vegetable Nutrition w/ Parallel Coordinates,http://exposedata.com/parallel/,Kai Chang,,,parallel coordinates,,https://a248.e.akamai.net/camo.github.com/4e1f8cd7b395824b83d37461049c091509f4b9f8/687474703a2f2f64336a732e6f72672f65782f6e75747269656e742e706e67,
Chord diagram: Updating data,http://exposedata.com/tutorial/chord/latest.html,,,,chord diagram,,,
Trying out D3’s geographic features,http://eyeseast.github.com/visible-data/2012/12/14/mapping-with-d3/,Goran Halusa,code example,,map,,,
Visual Hacker News,http://fanfarefantastique.com/vishna/,Marc-Olivier Ricard,standalone visualization,,floating bubbles,,,
A CoffeeScript console for d3.js visualization,http://fleetinbeing.net/beans/d3,,,,,coffeescript,,
Chord Layout Transitions,http://fleetinbeing.net/d3e/chord.html,,,,chord diagram,,,
Hypercube with Parallel Coordinates,http://fleetinbeing.net/hypersolid/examples/parcoords.html,Kai Chang,standalone visualization,,hypercube; parallel coordinates,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-12-13%201.24.35%20PM.png,
How to Make an Interactive Network Visualization,http://flowingdata.com/2012/08/02/how-to-make-an-interactive-network-visualization/,,,,network,,,
How to Make an Interactive Network Visualization,http://flowingdata.com/2012/08/02/how-to-make-an-interactive-network-visualization/,Jim Vallandingham,Introductory tutorials,,,,,
Choropleth classification systems,http://gabrielflor.it/,,,,choropleth,,,
iD: a friendly editor for OpenStreetMap,http://geowiki.com/,Richard Fairhurst,Product,,map,openStreetMap,,
Street Extent Visualization Using #d3js and CartoDB,http://gijs.github.com/blog/2013/02/06/street-extent-visualization-using-d3-dot-js-and-cartodb/,Javier de la Torre,standalone visualization,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-12-13%2011.45.36%20PM.png,
Visualizing my entire website as a network,http://gkarthik.net/2012/,G. Karthik,standalone visualization,,network,,,
Marmoset chimerism dotplot,http://goo.gl/UEaFW,David Rio Deiros,,,dot plot,,,
Tampa Bay Rays Streamgraph,http://graphicbaseball.com/streamgraphs/2012rays.html,Will Turman,standalone visualization,,streamgraph,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-19-13%208.37.43%20AM.png,
Force-Directed Graphs: Playing around with D3.js,http://graus.nu/blog/force-directed-graphs-playing-around-with-d3-js/,David Graus,blog post,,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%2012.08.22%20AM.png,
D3.js Geo fun,http://hashbang.co.nz/blog/2013/2/25/d3_js_geo_fun,Graham Jenson,blog post,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%202.21.49%20PM.png,
Current Article Popularity Trends on Hacker News,http://hn.metamx.com/,Vadim Ogievetsky,,,,,https://a248.e.akamai.net/camo.github.com/17fc43ea5a266a857962da53f3c7d3dd1c351f56/687474703a2f2f64336a732e6f72672f65782f686e2e706e67,
US Elections 2012 / Twitter,http://hotspots.io/election,,,,,,,
Colony - Visualising Javascript projects and their dependencies,http://hughsk.github.com/colony,Hugh Kennedy,code library,github page,,,,
Icequake,http://icequake.herokuapp.com/,Ziggy Jonsson,standalone visualization,heroku,map,,http://kwout.com/cutout/6/hm/dx/5az_w200.jpg,
Romanian parliamentarian bubble chart. In Romanian,http://improve.ro/sandbox/politicians/v1.1/,Harta Politicii,,,bubble chart,,,
From tree to cluster and radial projection,http://javadude.wordpress.com/2012/06/13/d3-js-playing-with-selections-flat-vs-hierarchy/,Sven Hafner,tutorial,,stacked bar chart,,,
Most simple d3.js stack bar chart from matrix,http://javadude.wordpress.com/2012/06/18/d3-js-most-simple-stack-layout-with-bars/,Sven Hafner,tutorial,,stacked bar chart,,,
D3.js tag on The JavaDude Weblog,http://javadude.wordpress.com/category/d3-js/,Sven Hafner,collection,,,,,
Events in the Game of Thrones,http://jeromecukier.net/projects/agot/events.html,Jérôme Cukier,,,,,,
Visualizing a newborn's feeding and diaper activity,http://jerseyshots.com/viz/newborn.html,Jimmie Yoo,,,,,,
SHEETSEE.JS: Fill up Websites with Stuff from Google Spreasheet,http://jllord.github.com/sheetsee.js/,Jessica Lor,code library,github page,,google spreasheet,,
The last slice of PIE,http://joenoodles.com/2013/01/the-last-slice-of-pie/,Joseph Nudell,standalone visualization,,network; sankey diagram,,,
Simple HTML data tables,http://jsfiddle.net/7WQjr/,,code viewer,jsfiddle,table,,,
Simple table,http://jsfiddle.net/christopheviau/v6VMf/,Christophe Viau,code viewer,jsfiddle,table,,,
Scatterplot and Heatmap,http://jsfiddle.net/indiemaps/gzPDU/,,code viewer,jsfiddle,scatterplot,,,
Simple Reusable Bar Chart,http://jsfiddle.net/johnwun/8hSGP/,John Wun,code viewer,jsfiddle,bar chart,,,
Collpase/expand nodes of a tree,http://jsfiddle.net/murray_3/5q62y/8/,,code viewer,jsfiddle,tree,,,
SVG to Canvas to PNG using Canvg,http://jsfiddle.net/plaliberte/HAXyd/,Phil Laliberte,code viewer,jsfiddle,,canvas; png,,
Responsive SVG resizing without re-rendering,http://jsfiddle.net/shawnbot/BJLe6/,,code viewer,jsfiddle,,,,
Percentile line chart of gene expression microarrays,http://kbroman.wordpress.com/2013/02/08/interactive-graphics-with-d3-js/,Karl W Broman,blog post,,line chart; histogram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%2012.01.15%20AM.png,
UK University Statistics,http://keminglabs.com/ukuni/,Kevin Lynagh,,,,,,
Giraffe : A Graphite Dashboard with a long neck,http://kenhub.github.com/giraffe/#dashboard=Demo&timeFrame=1d,,code library,github page,,,,
Bharat Bhole,http://knowledgestockpile.blogspot.com/search/label/D3,Bharat Bhole,blog,,,,,
Creating a Polar Area Diagram,http://kreese.net/blog/2012/08/26/d3-js-creating-a-polar-area-diagram-radial-bar-chart/,Kristopher Reese,Specific tutorials,,polar area diagram,,,
Misc. Examples,http://labratrevenge.com/experiments,Justin Palmer,,,,,,
Annual traffic entering from station to Paris,http://labs.data-publica.com/ratp/,Samuel Charron,standalone visualization,,metro map,,,
Hacker News statistics using PhantomJS,http://labs.im/hnstat/,,,,,,,
Angel List compensation scatterplot,http://labs.radiantmachines.com/al/,Joshua Gourneau,standalone visualization,,scatterplot,,,
London d3.js User Group,http://lanyrd.com/series/london-d3-js/,,Meetup,,,,,
An introduction to d3.js video with synced visualisation,http://latentflip.github.com/d3/techmeetup,Philip Roberts,talks,TechMeetup Edinburgh,,,,
Violin: Instrumenting JavaScript,http://latentflip.github.com/violin/,Philip Roberts,code library,github page,,,,
Public Interest Evaluation Project,http://littleearth.ca/ce/,Jamie Popkin,,,,,,
Maps and sound,http://littleearth.ca/jsmag/,Jamie Popkin,,,map,,,
Live coding based on Bret Victor's Inventing on Principle talk,http://livecoding.gabrielflor.it,,,,,,,
Chord diagram: Fade on Hover,http://livecoding.io/3419309,,,,chord diagram,,,
Polls on the 2012 U.S. Election,http://luiscarli.com/electionvis/,Luis Carli,standalone visualization,,fisheye; sankey,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%201.29.17%20PM.png,
Steps Walked per Day ,http://luiscarli.com/fitbit/,Luis Carli,standalone visualization,,calendar; heatmap,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%201.23.38%20PM.png,
Minute: record of all of my keystrokes,http://macwright.org/minute/,Tom MacWright,,,,,,
Mapbox: add vector features to your map with D3,http://mapbox.com/mapbox.js/example/vectors-with-d3/,,,,map,,,
OpenBudget,http://marcinignac.com/projects/open-budget/,,,,,,https://a248.e.akamai.net/camo.github.com/b7862a55156b1710f0a17dc268626255581f0b28/687474703a2f2f64336a732e6f72672f65782f6f70656e2d6275646765742e706e67,
Interactive azimuthal projection simulating a 3D earth with stars,http://marcneuwirth.com/blog/2012/06/24/creating-the-earth-with-d3-js/,Marc Neuwirth,blog post,,map,,,
Visualising New Zealand's Stolen Vehicle Database Part1,http://markhansen.co.nz/stolen-vehicles-pt1/,Mark Hansen,,,,,,
Visualising New Zealand's Stolen Vehicle Database Part2,http://markhansen.co.nz/stolen-vehicles-pt2/,Mark Hansen,,,,,,
Visualizing a network with Cypher and d3.js,http://maxdemarzi.com/2012/02/13/visualizing-a-network-with-cypher/,Max De Marzi,,,network,,,
Connections in time,http://maxdemarzi.com/2012/03/08/connections-in-time/,Max De Marzi,,,,,,
Introduction,http://mbostock.github.com/d3/,Mike Bostock,Introductory tutorials,,,,,
Use the Force! Slides,http://mbostock.github.com/d3/talk/20110921/,Mike Bostock,talks,Trulia,network,,,
SVG Open Keynote Slides,http://mbostock.github.com/d3/talk/20111018/,Mike Bostock,talks,Microsoft Research,,,,
Zoomable Area Chart,http://mbostock.github.com/d3/talk/20111018/area-gradient.html,Mike Bostock,,,area chart,,https://a248.e.akamai.net/camo.github.com/8a534aaef7b5d6d9ac5ca5fdfdd1ef3b61642600/687474703a2f2f64336a732e6f72672f65782f617265612d6772616469656e742e706e67,
Azimuthal Projections,http://mbostock.github.com/d3/talk/20111018/azimuthal.html,Mike Bostock,,,map,,https://a248.e.akamai.net/camo.github.com/d1117a9fdc468634b8560e9a67d36a31a26d99fe/687474703a2f2f64336a732e6f72672f65782f617a696d757468616c2e706e67,
Calendar View,http://mbostock.github.com/d3/talk/20111018/calendar.html,Mike Bostock,,,calendar,,https://a248.e.akamai.net/camo.github.com/2845e402ae4712a84b85062a70a200a31147e9cc/687474703a2f2f64336a732e6f72672f65782f666c696768742d63616c656e6461722e706e67,
Rotating Cluster Layout,http://mbostock.github.com/d3/talk/20111018/cluster.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/b57c6360033fe45d480069244c81c626470500ab/687474703a2f2f64336a732e6f72672f65782f636c75737465722d72616469616c2e706e67,
Collision Detection,http://mbostock.github.com/d3/talk/20111018/collision.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/10cd1ae6e48bff935e2d5d365c85fa78d4ee16f4/687474703a2f2f64336a732e6f72672f65782f666f7263652d636f6c6c6973696f6e2e706e67,
Force-Directed States,http://mbostock.github.com/d3/talk/20111018/force-states.html,Mike Bostock,,,map,,https://a248.e.akamai.net/camo.github.com/0446f2c4e783ea11d6bb866a5c75e032b49513e6/687474703a2f2f64336a732e6f72672f65782f666f7263652d7374617465732e706e67,
Zoomable Partition Layout,http://mbostock.github.com/d3/talk/20111018/partition.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/48f41725f95dad3f65f65e5f47c1b70e932be48c/687474703a2f2f64336a732e6f72672f65782f706172746974696f6e2d7a6f6f6d2e706e67,
Collapsible Tree Layout,http://mbostock.github.com/d3/talk/20111018/tree.html,Mike Bostock,,,tree,,https://a248.e.akamai.net/camo.github.com/edf0bcf9d8898a717b0802fb36f3b24049071db8/687474703a2f2f64336a732e6f72672f65782f747265652d7a6f6f6d2e706e67,
Zoomable Treemap,http://mbostock.github.com/d3/talk/20111018/treemap.html,Mike Bostock,,,treemap,,https://a248.e.akamai.net/camo.github.com/4d1a221d33bd9dbcac10129dc34eff00b845d213/687474703a2f2f64336a732e6f72672f65782f747265656d61702d7a6f6f6d2e706e67,
Visualizing Data with Web Standards Slides,http://mbostock.github.com/d3/talk/20111116/,Mike Bostock,talks,W3Conf,,,,
Voronoi Diagram,http://mbostock.github.com/d3/talk/20111116/airports-all.html,Mike Bostock,,,voronoi,,https://a248.e.akamai.net/camo.github.com/29881703b5f7bd08214af09dbe5d5b760ef246f3/687474703a2f2f64336a732e6f72672f65782f616972706f7274732d616c6c2e706e67,
Symbol Map,http://mbostock.github.com/d3/talk/20111116/airports.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/0965990c401367a7bcef4c7c9cecd073d7b6d544/687474703a2f2f64336a732e6f72672f65782f616972706f7274732e706e67,
Hierarchical Bars,http://mbostock.github.com/d3/talk/20111116/bar-hierarchy.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/863148b8d2d7e8e4f33dfb62aadd5fcb0e05f5c9/687474703a2f2f64336a732e6f72672f65782f6261722d6869657261726368792e706e67,
Hierarchical Edge Bundling,http://mbostock.github.com/d3/talk/20111116/bundle.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/75572c7b80dabb1a0984bd8ea9d3ee16c5200fe3/687474703a2f2f64336a732e6f72672f65782f62756e646c652e706e67,
Collapsible Force Layout,http://mbostock.github.com/d3/talk/20111116/force-collapsible.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/0db09ff0930500d88e91b8da11339a13957d1ae3/687474703a2f2f64336a732e6f72672f65782f666f7263652d636f6c6c61707369626c652e706e67,
Epicyclical Gears,http://mbostock.github.com/d3/talk/20111116/gears.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/522f9a478f783080a15bbde7a42b39c2adf601ee/687474703a2f2f64336a732e6f72672f65782f67656172732e706e67,
Parallel Coordinates,http://mbostock.github.com/d3/talk/20111116/iris-parallel.html,Mike Bostock,,,parallel coordinates,,https://a248.e.akamai.net/camo.github.com/84c8b74251ec9b1aaa85b90bc584f307b838a470/687474703a2f2f64336a732e6f72672f65782f697269732d706172616c6c656c2e706e67,
Scatterplot Matrix,http://mbostock.github.com/d3/talk/20111116/iris-splom.html,Mike Bostock,,,splom,,https://a248.e.akamai.net/camo.github.com/94fbe58ca94c837184b682ff0cfc2ad924fd36df/687474703a2f2f64336a732e6f72672f65782f697269732d73706c6f6d2e706e67,
Zoomable Pack Layout,http://mbostock.github.com/d3/talk/20111116/pack-hierarchy.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/0330ad828011dab4311257a784e6dffcdbf11281/687474703a2f2f64336a732e6f72672f65782f7061636b2d6869657261726368792e706e67,
"A Bar Chart, Part 1",http://mbostock.github.com/d3/tutorial/bar-1.html,Mike Bostock,Introductory tutorials,,bar chart,,,
"A Bar Chart, Part 2",http://mbostock.github.com/d3/tutorial/bar-2.html,Mike Bostock,Introductory tutorials,,bar chart,,,
Three Little Circles,http://mbostock.github.com/d3/tutorial/circle.html,Mike Bostock,Introductory tutorials,,,,,
For Protovis Users,http://mbostock.github.com/d3/tutorial/protovis.html,Mike Bostock,Introductory tutorials,,,,,
Realtime webserver stats,http://meloncholy.com/blog/using-d3-for-realtime-webserver-stats/,,,,,,,
Meshu turns your places into beautiful objects.,http://meshu.io/,,product,,,,,
Visualizing the News through Metro Maps,http://metro.ezyang.com/,Edward Z. Yang,standalone visualization,,metro map,,,
The Story of The US Told In 141 Maps,http://michaelporath.com/projects/manifest-destiny/,Michael Porath,standalone visualization,,map; small multiples,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%202.42.34%20PM.png,
US History in Maps,http://michaelporath.com/talks/d3.geo/,Michael Porath,talk slides,,map,,,
A physics model of a physics model,http://michiel.wordpress.com/2012/07/13/a-physics-model-of-a-physics-model/,Michiel van der Blonk,,,,,,
Social web use in 2009,http://n79.org/infographics/asg1/,Nikhil Bobb,standalone visualization,,bubble chart,,,
Baby Names in England & Wales,http://names.darkgreener.com,Anna Powell-Smith,,,,,,
Description: A little language for d3js,http://nathansuniversity.com/vanilla/discussion/111/description-a-little-language-for-d3js,,,,,,,
Dc.js,http://nickqizhu.github.com/dc.js/,Nick Qi Zhu,code library,github page,,,,
Dc.js NASDAQ demo,http://nickqizhu.github.com/dc.js/,Nick Zhu,blog post,,pie chart; scatterplot; line chart; bar chart; table,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-27-13%2010.06.03%20AM.png,
Animated Sankey (alluvial) diagram,http://nickrabinowitz.com/projects/d3/alluvial/alluvial-dynamic.html,Nick Rabinowitz,code example,,sankey diagram,,,
Nodal is a fun way to view your GitHub network graph,http://nodal.me/login,Jesse Vogt; Matt Stockton; Kris Gösser,,,network,,,
Visualizing U.S. Births and Deaths in Real-Time,http://nowherenearithaca.blogspot.com/2012/12/simulating-us-birthsdeaths-in-real-time.html,Brad Flyon,,,,,,
http://nowherenearithaca.blogspot.com/2012/06/annotating-d3-example-with-docco.html,http://nowherenearithaca.github.com/empires/empires.html,Brad Flyon,Introductory tutorials,,,,,
NVD3,http://nvd3.org/,Bob Monteverde,code library,github page,,,,
Interactive Data Visualization for the Web,http://ofps.oreilly.com/titles/9781449339739/,Scott Murray,Publication,O'Reilly Media,,,,
Open Knowledge Festival Hashtag Graph Visualization,http://okfestival.org/hashtag/#visualisation,,standalone visualization,,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%204.17.48%20PM.png,
Bieber Fever Meter with HTML5 Web Socket d3.js and Pusher,http://ollieglass.com/2012/04/21/bieber-fever-meter-with-html5s-web-socket-d3-js-and-pusher/,Ollie Glass,,,,web socket; pusher,,
France - Data Explorer,http://openfrance.lightjs.org/,Lightjs,standalone visualization,,cartogram,,,
Create any map of the world in SVG,http://oscarvillarreal.com/2012/07/12/create-any-map-of-the-world-in-svg/,Oscar Villarreal,tutorial,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-7-13%2010.10.36%20AM.png,
A map of translations of Othello into German,http://othellomap.nand.io/,Stephan Thiel,standalone visualization,,map; network,,,
D3.js and MongoDB,http://paulcrickard.wordpress.com/2012/11/28/d3-js-and-mongodb/,Paul Crickard,blog post,wordpress,,mongodb,,
What do countries look like? ,http://peopleviz.gforge.inria.fr/oecd_BLI_radar_chart/,Jeremy Boy,standalone visualization,,radar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-28-13%209.47.33%20AM.png,
D3.js playground,http://phrogz.net/JS/d3-playground/#BlankDefault,,,,,,,
Plot.io (swallowed by Platfora),http://plot.io/,,product,,,,,
Polychart: A browser-based platform for exploring data and creating charts,http://polychart.com/,,product,,,,http://kwout.com/cutout/f/jt/bi/feh_w200.jpg,
Cartogram.js: Continuous Area Cartograms,http://prag.ma/code/d3-cartogram/,Shawn Allen,,,cartogram,,,
Circular heat chart,http://prcweb.co.uk/lab/circularheat/,Peter Cook,plugin,,circular heatmap,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-7-13%2010.29.59%20AM.png,
"D3.js,Data Visualisation in the Browser",http://prcweb.co.uk/slides/d3/,Peter Cook,talks,Async Brighton,,,,
Life Expectancy,http://projects.flowingdata.com/life-expectancy/,,,,,,https://a248.e.akamai.net/camo.github.com/d922e5f6a3892ac444fccc7f7615e98f24e162d1/687474703a2f2f64336a732e6f72672f65782f776f726c642e706e67,
Global Life Expectancy,http://projects.flowingdata.com/life-expectancy/,Nathan Yau,,,line chart,,,
Dance.js: D3 with Backbone and Data.js,http://quasipartikel.at/2012/04/25/dancing-with-data/,,code library,,,backbone; data.js,,
D3.js and Excel,http://ramblings.mcpher.com/Home/excelquirks/d3,,,,,excel,,
D3.js force diagrams straight from Excel,http://ramblings.mcpher.com/Home/excelquirks/d3/anyforce,Bruce McPherson,,,network,excel,,
Carotid-Kundalini Fractal Explorer,http://ramblings.mcpher.com/Home/excelquirks/d3/partition,Bruce McPherson,,,,,,
Sankey diagrams from Excel,http://ramblings.mcpher.com/Home/excelquirks/d3/sankey,Bruce McPherson,,,,excel,,
Visualizing Facebook Friends With D3.js,http://rfw.name/blog/2012/10/23/visualizing_facebook_friends.html,,blog post,,network,,,
Conway's Game of life as a scrolling background (broken link),http://rhokaustin.org/,,,,cellular automaton,,,
Visualising ConAir Data With Cubism.js Arduino TempoDB Sinatra,http://sammyd.github.com/blog/2012/09/16/visualising-conair-data-with-cubism-dot-js/,,code library,github page,,cubism.js; arduino; tempodb; sinatra,,
eCommerce API Wheel for eBay,http://saranyan.github.com/commerce_wheel,Saranyan Vigraham,code library,github page,,,,
Visualization of Beijing Air Pollution,http://scottcheng.github.com/bj-air-vis/,Scott Cheng,standalone visualization,,map; hetmap; radar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-6-13%202.10.37%20PM.png,
Real-time sentiment analysis of Obama 2012 victory speech,http://sentiment.dev.ber.to/,Berto Yáñez,standalone visualization,,,,http://kwout.com/cutout/u/wb/3h/rwd_w200.jpg,
Design process of The Electoral Map,http://shancarter.com/talk/2012/visualized/,Shan Carter,talks,Big Data Think Tank,,,,
Getting Started with D3,http://shop.oreilly.com/product/0636920025429.do,Mike Dewar,Publication,O'Reilly Media,,,,
What Size Am I? Finding dresses that fit,http://sizes.darkgreener.com/,Anna Powell-Smith,,,,,,
Baseball 2012 Predictions based on past 6 years,http://sizethreestudios.com/Projects/_moneyball,Danny Hadley,,,,,,
Slopegraphs,http://skedasis.com/d3/slopegraph/,Hamilton Ulmer,,,slopegraph,,https://a248.e.akamai.net/camo.github.com/75c89bc5be846d0a20380ddfd1aa6227317b92e2/687474703a2f2f64336a732e6f72672f65782f736c6f70652e706e67,
Skillpedia: an open encyclopedia for skills,http://skillpedia.herokuapp.com/skills/6,Chris Fritz,tool,heroku,tree,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-12-13%209.29.38%20AM.png,
"Sky Open Source, Behavioral Database ",http://skydb.io/,Ben Johnson,tool,,sankey,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-22-13%201.08.37%20PM.png,
How educated are world leaders?,http://skyrill.com/leaders/,Ali Almossawi,,,,,,
Animated bubble charts for school data analysis,http://slodge.com/teach/,Stuart Lodge,standalone visualization,,bubble chart,,,
SOCR Violin Chart,http://socr.ucla.edu/htmls/HTML5/charts/SOCR_JS_ViolinChart/,SOCR,standalone visualization,,violin chart,,,
Crossfilter.js,http://square.github.com/crossfilter/,,code library,github,,,https://a248.e.akamai.net/camo.github.com/f3a18e27d646d5c9278571edf34554f6e7a71b36/687474703a2f2f64336a732e6f72672f65782f63726f737366696c7465722e706e67,
Cube: Time Series Data Collection & Analysis,http://square.github.com/cube/,,code library,github page,,,,
Cubism.js: Time Series Visualization,http://square.github.com/cubism/,,code library,github page,,,https://a248.e.akamai.net/camo.github.com/00558a2a383da006de3e00e6aed0a3bd861c42b6/687474703a2f2f64336a732e6f72672f65782f63756269736d2e706e67,
Fast Multidimensional Filtering for Coordinated Views,http://square.github.com/tesseract/,,code library,github page,,,,
Twitter Activity During Hurricane Sandy,http://stanford.edu/~c0chran/cgi-bin/WordRiver/,,,,,,,
Bibly v2: Visualizing word distribution within the KJV bible,http://stanford.edu/~garylee/bibly/,Gary Lee; Anirudh Venkatesh,,,bible chart,,,
Stowers Group Collaboration Network,http://stowers.org/stowersreport/maps,,,,,,,
Enumerating vertex induced connected subgraphs,http://students.mimuw.edu.pl/~rk292662/vertex/,Robert Kozikowski,,,,,,
Quick scatterplot tutorial for d3.js,http://swizec.com/blog/quick-scatterplot-tutorial-for-d3-js/swizec/5337,,tutorial,,,,,
Parallel Coordinates,http://syntagmatic.github.com/parallel-coordinates/,,code library,github page,parallel coordinates,,,
xCharts: a D3-based library for building custom charts and graphs,http://tenxer.github.com/xcharts/,,code library,github page,,,,
Visualizing opinons around the world (zoomable world map and interactive pie chart),http://theartofasking.com/question/wjucdg6k,Siamac Fazli; Bastian Venthur,standalone visualization,,map,,,
Browser usage plurality,http://thecelestialweb.com,Ali Almossawi,,,,,,
Introduction to D3,http://thecodingtutorials.blogspot.com/2012/07/introduction-to-d3.html,Andrew Davis,Introductory tutorials,,,,,
More Introduction to D3,http://thecodingtutorials.blogspot.com/search/label/D3,Andrew Davis,Introductory tutorials,,,,,
2012 NFL Conference Champs,http://thedylanharper.wordpress.com/2013/02/04/2012-nfl-conference-champs/,Dylan Harper,blog post,,line chart; area chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%2012.25.23%20AM.png,
"Foreign aid, corruption and internet use",http://theoldbeggar.com/aid/,Nikhil Sonnad,standalone visualization,,bar chart,,,
US energy consumption since 1775,http://theoldbeggar.com/visuals/us-energy-use/,Nikhil Sonnad,standalone visualization,,area chart; doughnut chart,,,
Coordinated visualizations for Consumer Packaged Goods,http://theory.info/,,,,,,,
NCAA 2012 March Madness Power Rankings,http://thepowerrank.com/visual/NCAA_Tournament_Predictions,Angi Chau,standalone visualization,,circular tree,,https://a248.e.akamai.net/camo.github.com/cdab777c353917ce95dc10e71a7b617928df061c/687474703a2f2f64336a732e6f72672f65782f6e6361612e706e67,
Shiny R and D3.js,http://timelyportfolio.blogspot.com/,Klr,collection,blog,,shiny; r,,
Web reporting with D3js and R using RStudio Shiny,http://timelyportfolio.blogspot.com/2012/12/d3-shiny-and-r-reporting-performance.html,Klr,,,,r; rstudio,,
Shiny and R adaptation of Mike Bostock's d3 Brushable Scatterplot,http://timelyportfolio.blogspot.com/search/label/d3,Klr,,,scatterplot,,,
Gauge,http://tomerdoron.blogspot.com/2011/12/google-style-gauges-using-d3js.html,,,,gauge,,,
TradeArc - Arc Diagram of Offseason NHL Trades,http://tradearc.laserdeathstehr.com/,Nathan Stehr,,,arc diagram,,,
TruliaTrends,http://trends.truliablog.com/2011/09/house-hunter-by-day-not-so-much-after-midnight/,,,,calendar; heatmap; map,,https://a248.e.akamai.net/camo.github.com/c43dcd1bf4e779e4ee961a4b8d6469ed8b56a78b/687474703a2f2f64336a732e6f72672f65782f686f7573652d686561746d61702e706e67,
TruliaTrends,http://trends.truliablog.com/2012/02/where-are-house-hunters-searching/,,,,,,https://a248.e.akamai.net/camo.github.com/b1020617dc88efaf705e30318f16e56487ccaafa/687474703a2f2f64336a732e6f72672f65782f686f7573652d6d61702e706e67,
Visualizing San Francisco Home Price Ranges,http://trends.truliablog.com/vis/pricerange-sf/,,,,,,,
Apple logo with gradient,http://tributary.io/inlet/4374041/,Dealga McArdle,code viewer,tributary,logo,,,
Periodic table,http://tributary.io/inlet/4458395/,Dealga McArdle,code viewer,tributary,periodic table,,,
Heavily annotated scatterplot,http://tributary.io/inlet/4637557,Bruce Hubbard,code viewer,tributary,scatterplot,,,
Trisul Network Analytic,http://trisul.org/,,product,,,,,
A Christmas Carol,http://tulpinteractive.com/achristmascarol/,Jan Willem Tulp,standalone visualization,,,,,
